,Conference,Year,Title,Novelty,Domain,Note
701,IEEE International Conference on Robotics and Automation,2020,Learn-to-Recover: Retrofitting UAVs with Reinforcement Learning-Assisted Flight Control Under Cyber-Physical Attacks,,,
702,IEEE International Conference on Robotics and Automation,2020,Towards the Probabilistic Fusion of Learned Priors into Standard Pipelines for 3D Reconstruction,,,
703,IEEE International Conference on Robotics and Automation,2020,Model Reference Adaptive Control of Multirotor for Missions with Dynamic Change of Payloads During Flight,,,
704,IEEE International Conference on Robotics and Automation,2020,The Tiercel: A novel autonomous micro aerial vehicle that can map the environment by flying into obstacles,,,
705,IEEE International Conference on Robotics and Automation,2020,Adaptive Control of Variable-Pitch Propellers: Pursuing Minimum-Effort Operation,,,
706,IEEE International Conference on Robotics and Automation,2020,On Simple Reactive Neural Networks for Behaviour-Based Reinforcement Learning,,,
707,IEEE International Conference on Robotics and Automation,2020,Predicting optimal value functions by interpolating reward functions in scalarized multi-objective reinforcement learning,,,
708,IEEE International Conference on Robotics and Automation,2020,Integrated moment-based LGMD and deep reinforcement learning for UAV obstacle avoidance,,,
709,IEEE International Conference on Robotics and Automation,2020,Interactive Reinforcement Learning with Inaccurate Feedback,,,
710,IEEE International Conference on Robotics and Automation,2020,Guided Uncertainty-Aware Policy Optimization: Combining Learning and Model-Based Strategies for Sample-Efficient Policy Learning,,,
711,IEEE International Conference on Robotics and Automation,2020,"Benchmark for Skill Learning from Demonstration: Impact of User Experience, Task Complexity, and Start Configuration on Performance",,,
712,IEEE International Conference on Robotics and Automation,2020,Robot Programming without Coding,,,
713,IEEE International Conference on Robotics and Automation,2020,Predictive Modeling of Periodic Behavior for Human-Robot Symbiotic Walking,,,
714,IEEE International Conference on Robotics and Automation,2020,Agile 3D-Navigation of a Helical Magnetic Swimmer,,,
715,IEEE International Conference on Robotics and Automation,2020,Inferring the Geometric Nullspace of Robot Skills from Human Demonstrations,,,
716,IEEE International Conference on Robotics and Automation,2020,"A Dynamical System Approach for Adaptive Grasping, Navigation and Co-Manipulation with Humanoid Robots",,,
717,IEEE International Conference on Robotics and Automation,2020,Subspace Projectors for State-Constrained Multi-Robot Consensus,,,
718,IEEE International Conference on Robotics and Automation,2020,Multi-Agent Task Allocation using Cross-Entropy Temporal Logic Optimization,,,
719,IEEE International Conference on Robotics and Automation,2020,Adaptive Task Allocation for Heterogeneous Multi-Robot Teams with Evolving and Unknown Robot Capabilities,,,
720,IEEE International Conference on Robotics and Automation,2020,Mobile Wireless Network Infrastructure on Demand,,,
721,IEEE International Conference on Robotics and Automation,2020,Monitoring Over the Long Term: Intermittent Deployment and Sensing Strategies for Multi-Robot Teams,,,
722,IEEE International Conference on Robotics and Automation,2020,Multi-Robot Coordination for Estimation and Coverage of Unknown Spatial Fields,,,
723,IEEE International Conference on Robotics and Automation,2020,Learning Robotic Assembly Tasks with Lower Dimensional Systems by Leveraging Physical Softness and Environmental Constraints,,,
724,IEEE International Conference on Robotics and Automation,2020,Titan: A Parallel Asynchronous Library for Multi-Agent and Soft-Body Robotics using NVIDIA CUDA,,,
725,IEEE International Conference on Robotics and Automation,2020,Motion Planning with Competency-Aware Transition Models for Underactuated Adaptive Hands,,,
726,IEEE International Conference on Robotics and Automation,2020,Human-like Planning for Reaching in Cluttered Environments,,,
727,IEEE International Conference on Robotics and Automation,2020,Where to relocate?: Object rearrangement inside cluttered and confined environments for robotic manipulation,,,
728,IEEE International Conference on Robotics and Automation,2020,Autonomous Modification of Unstructured Environments with Found Material,,,
729,IEEE International Conference on Robotics and Automation,2020,LiStereo: Generate Dense Depth Maps from LIDAR and Stereo Imagery,,,
730,IEEE International Conference on Robotics and Automation,2020,Monocular Visual-Inertial Odometry in Low-Textured Environments with Smooth Gradients: A Fully Dense Direct Filtering Approach,,,
731,IEEE International Conference on Robotics and Automation,2020,Interaction Stability Analysis from the Input-Output Viewpoints,,,
732,IEEE International Conference on Robotics and Automation,2020,Improving the contact instant detection of sensing antennae using a Super-Twisting algorithm,,,
733,IEEE International Conference on Robotics and Automation,2020,6DFC: Efficiently Planning Soft Non-Planar Area Contact Grasps using 6D Friction Cones,,,
734,IEEE International Conference on Robotics and Automation,2020,Long-Horizon Prediction and Uncertainty Propagation with Residual Point Contact Learners,,,
735,IEEE International Conference on Robotics and Automation,2020,Versatile Trajectory Optimization Using a LCP Wheel Model for Dynamic Vehicle Maneuvers,,,
736,IEEE International Conference on Robotics and Automation,2020,Highly Parallelizable Plane Extraction for Organized Point Clouds Using Spherical Convex Hulls,,,
737,IEEE International Conference on Robotics and Automation,2020,View-Invariant Loop Closure with Oriented Semantic Landmarks,,,
738,IEEE International Conference on Robotics and Automation,2020,Active Acoustic Contact Sensing for Soft Pneumatic Actuators,,,
739,IEEE International Conference on Robotics and Automation,2020,A Bidirectional 3D-printed Soft Pneumatic Actuator and Graphite-based Flex Sensor for Versatile Grasping,,,
740,IEEE International Conference on Robotics and Automation,2020,Simultaneous Learning from Human Pose and Object Cues for Real-Time Activity Recognition,,,
741,IEEE International Conference on Robotics and Automation,2020,Demonstration of Hospital Receptionist Robot with Extended Hybrid Code Network to Select Responses and Gestures,,,
742,IEEE International Conference on Robotics and Automation,2020,Can I Trust You? A User Study of Robot Mediation of a Support Group,,,
743,IEEE International Conference on Robotics and Automation,2020,Coronal Plane Spine Twisting Composes Shape To Adjust the Energy Landscape for Grounded Reorientation,,,
744,IEEE International Conference on Robotics and Automation,2020,Motion Design for a Snake Robot Negotiating Complicated Pipe Structures of a Constant Diameter,,,
745,IEEE International Conference on Robotics and Automation,2020,Single Actuator Peristaltic Robot for Subsurface Exploration and Device Emplacement,,,
746,IEEE International Conference on Robotics and Automation,2020,Dynamic modeling of robotic manipulators for accuracy evaluation,,,
747,IEEE International Conference on Robotics and Automation,2020,A Real-Robot Dataset for Assessing Transferability of Learned Dynamics Models,,,
748,IEEE International Conference on Robotics and Automation,2020,MagNet: Discovering Multi-agent Interaction Dynamics using Neural Network,,,
749,IEEE International Conference on Robotics and Automation,2020,Development of a Robotic System for Automated Decaking of 3D-Printed Parts,,,
750,IEEE International Conference on Robotics and Automation,2020,A Novel Solar Tracker Driven by Waves: From Idea to Implementation,,,
751,IEEE International Conference on Robotics and Automation,2020,Design and Implementation of Hydraulic-Cable driven Manipulator for Disaster Response Operation,,,
752,IEEE International Conference on Robotics and Automation,2020,Designs for an Expressive Mechatronic Chordophone,,,
753,IEEE International Conference on Robotics and Automation,2020,OmBURo: A Novel Unicycle Robot with Active Omnidirectional Wheel,,,
754,IEEE International Conference on Robotics and Automation,2020,Recognition and Reconfiguration of Lattice-Based Cellular Structures by Simple Robots,,,
755,IEEE International Conference on Robotics and Automation,2020,A Fast Configuration Space Algorithm for Variable Topology Truss Modular Robots,,,
756,IEEE International Conference on Robotics and Automation,2020,ModQuad-DoF: A Novel Yaw Actuation for Modular Quadrotors,,,
757,IEEE International Conference on Robotics and Automation,2020,An Actuation Fault Tolerance Approach to Reconfiguration Planning of Modular Self-folding Robots,,,
758,IEEE International Conference on Robotics and Automation,2020,Parallel Permutation for Linear Full-resolution Reconfiguration of Heterogeneous Sliding-only Cubic Modular Robots,,,
759,IEEE International Conference on Robotics and Automation,2020,Determining and Improving the Localization Accuracy of AprilTag Detection,,,
760,IEEE International Conference on Robotics and Automation,2020,Change of Optimal Values: A Pre-calculated Metric,,,
761,IEEE International Conference on Robotics and Automation,2020,A Flexible Method for Performance Evaluation of Robot Localization,,,
762,IEEE International Conference on Robotics and Automation,2020,Quantifying Good Seamanship For Autonomous Surface Vessel Performance Evaluation,,,
763,IEEE International Conference on Robotics and Automation,2020,Action-conditioned Benchmarking of Robotic Video Prediction Models: a Comparative Study,,,
764,IEEE International Conference on Robotics and Automation,2020,LyRN (Lyapunov Reaching Network): A Real-Time Closed Loop approach from Monocular Vision,,,
765,IEEE International Conference on Robotics and Automation,2020,Object Finding in Cluttered Scenes Using Interactive Perception,,,
766,IEEE International Conference on Robotics and Automation,2020,CCAN: Constraint Co-Attention Network for Instance Grasping,,,
767,IEEE International Conference on Robotics and Automation,2020,3D Object Detection and Tracking Based on Streaming Data,,,
768,IEEE International Conference on Robotics and Automation,2020,Object-Centric Stereo Matching for 3D Object Detection,,,
769,IEEE International Conference on Robotics and Automation,2020,"The Relative Confusion Matrix, a Tool to Assess Classifiablility in Large Scale Picking Applications",,,
770,IEEE International Conference on Robotics and Automation,2020,Pose-guided Auto-Encoder and Feature-Based Refinement for 6-DoF Object Pose Regression,,,
771,IEEE International Conference on Robotics and Automation,2020,PrimiTect: Fast Continuous Hough Voting for Primitive Detection,,,
772,IEEE International Conference on Robotics and Automation,2020,FarSee-Net: Real-Time Semantic Segmentation by Efficient Multi-scale Context Aggregation and Feature Space Super-resolution,,,
773,IEEE International Conference on Robotics and Automation,2020,Learning 3D-aware Egocentric Spatial-Temporal Interaction via Graph Convolutional Networks,,,
774,IEEE International Conference on Robotics and Automation,2020,C-3PO: Cyclic-Three-Phase Optimization for Human-Robot Motion Retargeting based on Reinforcement Learning,,,
775,IEEE International Conference on Robotics and Automation,2020,AP-MTL: Attention Pruned Multi-task Learning Model for Real-time Instrument Detection and Segmentation in Robot-assisted Surgery,,,
776,IEEE International Conference on Robotics and Automation,2020,Automatic Gesture Recognition in Robot-assisted Surgery with Reinforcement Learning and Tree Search,,,
777,IEEE International Conference on Robotics and Automation,2020,ACNN: a Full Resolution DCNN for Medical Image Segmentation,,,
778,IEEE International Conference on Robotics and Automation,2020,Hyperproperties for Robotics: Planning via HyperLTL,,,
779,IEEE International Conference on Robotics and Automation,2020,Abstractions for computing all robotic sensors that suffice to solve a planning problem,,,
780,IEEE International Conference on Robotics and Automation,2020,T: A Heuristic Search Based Path Planning Algorithm for Temporal Logic Specifications,,,
781,IEEE International Conference on Robotics and Automation,2020,Global/local motion planning based on Dynamic Trajectory Reconfiguration and Dynamical Systems for Autonomous Surgical Robots,,,
782,IEEE International Conference on Robotics and Automation,2020,Deep Imitative Reinforcement Learning for Temporal Logic Robot Motion Planning with Noisy Semantic Observations,,,
783,IEEE International Conference on Robotics and Automation,2020,Minimal 3D Dubins Path with Bounded Curvature and Pitch Angle,,,
784,IEEE International Conference on Robotics and Automation,2020,AU-AIR: A Multi-modal Unmanned Aerial Vehicle Dataset for Low Altitude Traffic Surveillance,,,
785,IEEE International Conference on Robotics and Automation,2020,Design and Autonomous Stabilization of a Ballistically-Launched Multirotor,,,
786,IEEE International Conference on Robotics and Automation,2020,Asynchronous event-based clustering and tracking for intrusion monitoring in UAS,,,
787,IEEE International Conference on Robotics and Automation,2020,SHIFT: Selective Heading Image for Translation An onboard monocular optical flow estimator for fast constantly rotating UAVs,,,
788,IEEE International Conference on Robotics and Automation,2020,Flydar: Magnetometer-based High Angular Rate Estimation during Gyro Saturation for SLAM,,,
789,IEEE International Conference on Robotics and Automation,2020,Nonlinear MPC with Motor Failure Identification and Recovery for Safe and Aggressive Multicopter Flight,,,
790,IEEE International Conference on Robotics and Automation,2020,Temporal information integration for video semantic segmentation,,,
791,IEEE International Conference on Robotics and Automation,2020,Map-Predictive Motion Planning in Unknown Environments,,,
792,IEEE International Conference on Robotics and Automation,2020,Using multiple short hops for multicopter navigation with only inertial sensors,,,
793,IEEE International Conference on Robotics and Automation,2020,An Efficient and Continuous Approach to Information-Theoretic Exploration,,,
794,IEEE International Conference on Robotics and Automation,2020,A Feature-Based Underwater Path Planning Approach using Multiple Perspective Prior Maps,,,
795,IEEE International Conference on Robotics and Automation,2020,Automatic LiDAR-Camera Calibration of Extrinsic Parameters Using a Spherical Target,,,
796,IEEE International Conference on Robotics and Automation,2020,Motion Estimation in Occupancy Grid Maps in Stationary Settings Using Recurrent Neural Networks,,,
797,IEEE International Conference on Robotics and Automation,2020,"A Divide and Conquer Method for 3D Registration of Inhomogeneous, Partially Overlapping Scans with Fourier Mellin SOFT (FMS)",,,
798,IEEE International Conference on Robotics and Automation,2020,Estimating Motion Uncertainty with Bayesian ICP,,,
799,IEEE International Conference on Robotics and Automation,2020,Actively Mapping Industrial Structures with Information Gain-Based Planning on a Quadruped Robot,,,
800,IEEE International Conference on Robotics and Automation,2020,Efficient Covisibility-based Image Matching for Large-Scale SfM,,,
801,IEEE International Conference on Robotics and Automation,2020,Probabilistic TSDF Fusion Using Bayesian Deep Learning for Dense 3D Reconstruction with a Single RGB Camera,,,
802,IEEE International Conference on Robotics and Automation,2020,IF-Net: An Illumination-invariant Feature Network,,,
803,IEEE International Conference on Robotics and Automation,2020,Deep-Learning Assisted High-Resolution Binocular Stereo Depth Reconstruction,,,
804,IEEE International Conference on Robotics and Automation,2020,Least-squares Optimal Relative Planar Motion for Vehicle-mounted Cameras,,,
805,IEEE International Conference on Robotics and Automation,2020,Relative planar motion for vehicle-mounted cameras from a single affine correspondence,,,
806,IEEE International Conference on Robotics and Automation,2020,Moving object detection for visual odometry in a dynamic environment based on occlusion accumulation,,,
807,IEEE International Conference on Robotics and Automation,2020,A Low-Rank Matrix Approximation Approach to Multiway Matching with Applications in Multi-Sensory Data Association,,,
808,IEEE International Conference on Robotics and Automation,2020,A Parametric Grasping Methodology for Multi-Manual Interactions in Real-Time Dynamic Simulations,,,
809,IEEE International Conference on Robotics and Automation,2020,A methodology for the incorporation of arbitrarily-shaped feet in passive bipedal walking dynamics,,,
810,IEEE International Conference on Robotics and Automation,2020,Experimental Analysis of Structural Vibration Problems of a Biped Walking Robot,,,
811,IEEE International Conference on Robotics and Automation,2020,Dynamic Coupling as an Indicator of Gait Robustness for Underactuated Biped Robots,,,
812,IEEE International Conference on Robotics and Automation,2020,ZMP Constraint Restriction for Robust Gait Generation in Humanoids,,,
813,IEEE International Conference on Robotics and Automation,2020,Hybrid Zero Dynamics Inspired Feedback Control Policy Design for 3D Bipedal Locomotion using Reinforcement Learning,,,
814,IEEE International Conference on Robotics and Automation,2020,Optimal Reduced-order Modeling of Bipedal Locomotion,,,
815,IEEE International Conference on Robotics and Automation,2020,CAPRICORN: Communication Aware Place Recognition using Interpretable Constellations of Objects in Robot Networks,,,
816,IEEE International Conference on Robotics and Automation,2020,Online Planning for Quadrotor Teams in 3-D Workspaces via Reachability Analysis On Invariant Geometric Trees,,,
817,IEEE International Conference on Robotics and Automation,2020,Decentralized Visual-Inertial-UWB Fusion for Relative State Estimation of Aerial Swarm,,,
818,IEEE International Conference on Robotics and Automation,2020,DC-CAPT: Concurrent Assignment and Planning of Trajectories for Dubins Cars,,,
819,IEEE International Conference on Robotics and Automation,2020,Anti-Jackknifing Control of Tractor-Trailer Vehicles via Intrinsically Stable MPC,,,
820,IEEE International Conference on Robotics and Automation,2020,On sensing-aware model predictive path-following control for a reversing general 2-trailer with a car-like tractor,,,
821,IEEE International Conference on Robotics and Automation,2020,Offline Practising and Runtime Training Framework for Autonomous Motion Control of Snake Robots,,,
822,IEEE International Conference on Robotics and Automation,2020,Control of a differentially driven nonholonomic robot subject to a restricted wheels rotation,,,
823,IEEE International Conference on Robotics and Automation,2020,Inferring Task-Space Central Pattern Generator Parameters for Closed-loop Control of Underactuated Robots,,,
824,IEEE International Conference on Robotics and Automation,2020,In-Hand Manipulation of Objects with Unknown Shapes,,,
825,IEEE International Conference on Robotics and Automation,2020,Learning Hierarchical Control for Robust In-Hand Manipulation,,,
826,IEEE International Conference on Robotics and Automation,2020,Tactile Dexterity: Manipulation Primitives with Tactile Feedback,,,
827,IEEE International Conference on Robotics and Automation,2020,Design of a Roller-Based Dexterous Hand for Object Grasping and Within-Hand Manipulation,,,
828,IEEE International Conference on Robotics and Automation,2020,High-Resolution Optical Fiber Shape Sensing of Continuum Robots: A Comparative Study,,,
829,IEEE International Conference on Robotics and Automation,2020,Local Trajectory Stabilization for Dexterous Manipulation via Piecewise Affine Approximations,,,
830,IEEE International Conference on Robotics and Automation,2020,Monocular Direct Sparse Localization in a Prior 3D Surfel Map,,,
831,IEEE International Conference on Robotics and Automation,2020,LINS: A Lidar-Inertial State Estimator for Robust and Efficient Navigation,,,
832,IEEE International Conference on Robotics and Automation,2020,Automated Eye-in-Hand Robot-3D Scanner Calibration for Low Stitching Errors,,,
833,IEEE International Conference on Robotics and Automation,2020,Monocular Visual Odometry using Learned Repeatability and Description,,,
834,IEEE International Conference on Robotics and Automation,2020,Interaction Graphs for Object Importance Estimation in On-road Driving Videos,,,
835,IEEE International Conference on Robotics and Automation,2020,A Robotics Inspection System for Detecting Defects on Semi-specular Painted Automotive Surfaces,,,
836,IEEE International Conference on Robotics and Automation,2020,A Novel Underactuated End-Effector for Planar Sequential Grasping of Multiple Objects,,,
837,IEEE International Conference on Robotics and Automation,2020,Design and Analysis of a Synergy-Inspired Three-Fingered Hand,,,
838,IEEE International Conference on Robotics and Automation,2020,Multiplexed Manipulation: Versatile Multimodal Grasping via a Hybrid Soft Gripper,,,
839,IEEE International Conference on Robotics and Automation,2020,Underactuated Gecko Adhesive Gripper for Simple and Versatile Grasp,,,
840,IEEE International Conference on Robotics and Automation,2020,Active Deformation through Visual Servoing of Soft Objects,,,
841,IEEE International Conference on Robotics and Automation,2020,Visual Geometric Skill Inference by Watching Human Demonstration,,,
842,IEEE International Conference on Robotics and Automation,2020,DFVS: Deep Flow Guided Scene Agnostic Image Based Visual Servoing,,,
843,IEEE International Conference on Robotics and Automation,2020,Photometric Path Planning for Vision-Based Navigation,,,
844,IEEE International Conference on Robotics and Automation,2020,A memory of motion for visual predictive control tasks,,,
845,IEEE International Conference on Robotics and Automation,2020,Design and Workspace Characterisation of Malleable Robots,,,
846,IEEE International Conference on Robotics and Automation,2020,A Tri-Stable Soft Robotic Finger Capable of Pinch and Wrap Grasps,,,
847,IEEE International Conference on Robotics and Automation,2020,A Dexterous Tip-extending Robot with Variable-length Shape-locking,,,
848,IEEE International Conference on Robotics and Automation,2020,Compliant Electromagnetic Actuator Architecture for Soft Robotics,,,
849,IEEE International Conference on Robotics and Automation,2020,Dynamically Reconfigurable Discrete Distributed Stiffness for Inflated Beam Robots,,,
850,IEEE International Conference on Robotics and Automation,2020,Data-Driven Reinforcement Learning for Walking Assistance Control of a Lower Limb Exoskeleton with Hemiplegic Patients,,,
851,IEEE International Conference on Robotics and Automation,2020,On the Effects of Visual Anticipation of Floor Compliance Changes on Human Gait: Towards Model-based Robot-Assisted Rehabilitation,,,
852,IEEE International Conference on Robotics and Automation,2020,A Visual Positioning System for Indoor Blind Navigation,,,
853,IEEE International Conference on Robotics and Automation,2020,An Outsole-Embedded Optoelectronic Sensor to Measure Shear Ground Reaction Forces During Locomotion,,,
854,IEEE International Conference on Robotics and Automation,2020,"Bump’em: an Open-Source, Bump-Emulation System for Studying Human Balance and Gait",,,
855,IEEE International Conference on Robotics and Automation,2020,"A Hybrid, Soft Exoskeleton Glove Equipped with a Telescopic Extra Thumb and Abduction Capabilities",,,
856,IEEE International Conference on Robotics and Automation,2020,Controlling an upper-limb exoskeleton by EMG signal while carrying unknown load,,,
857,IEEE International Conference on Robotics and Automation,2020,Learning Grasping Points for Garment Manipulation in Robot-Assisted Dressing,,,
858,IEEE International Conference on Robotics and Automation,2020,TACTO-Selector: Enhanced Hierarchical Fusion of PBVS with Reactive Skin Control for Physical Human-Robot Interaction,,,
859,IEEE International Conference on Robotics and Automation,2020,Towards an Intelligent Collaborative Robotic System for Mixed Case Palletizing,,,
860,IEEE International Conference on Robotics and Automation,2020,Treadmill Based Three Tether Parallel Robot for Evaluating Auditory Warnings While Running,,,
861,IEEE International Conference on Robotics and Automation,2020,Evaluation of Human-Robot Object Co-manipulation Under Robot Impedance Control,,,
862,IEEE International Conference on Robotics and Automation,2020,Whole-Body Bilateral Teleoperation of a Redundant Aerial Manipulator,,,
863,IEEE International Conference on Robotics and Automation,2020,Shared Autonomous Interface for Reducing Physical Effort in Robot Teleoperation via Human Motion Mapping,,,
864,IEEE International Conference on Robotics and Automation,2020,DexPilot: Vision-Based Teleoperation of Dexterous Robotic Hand-Arm System,,,
865,IEEE International Conference on Robotics and Automation,2020,Distributed Winner-Take-All Teleoperation of A Multi-Robot System,,,
866,IEEE International Conference on Robotics and Automation,2020,Enhanced Teleoperation Using Autocomplete,,,
867,IEEE International Conference on Robotics and Automation,2020,Contact-based Bounding Volume Hierarchy for Assembly Tasks,,,
868,IEEE International Conference on Robotics and Automation,2020,Construction of Bounding Volume Hierarchies for Triangle Meshes with Mixed Face Sizes,,,
869,IEEE International Conference on Robotics and Automation,2020,Strategy for automated dense parking: how to navigate in narrow lanes,,,
870,IEEE International Conference on Robotics and Automation,2020,Multimodal Trajectory Predictions for Urban Environments Using Geometric Relationships between a Vehicle and Lanes,,,
871,IEEE International Conference on Robotics and Automation,2020,Online optimal motion generation with guaranteed safety in shared workspace,,,
872,IEEE International Conference on Robotics and Automation,2020,Episodic Koopman Learning of Nonlinear Robot Dynamics with Application to Fast Multirotor Landing,,,
873,IEEE International Conference on Robotics and Automation,2020,Eye-in-Hand 3D Visual Servoing of Helical Swimmers Using Parallel Mobile Coils,,,
874,IEEE International Conference on Robotics and Automation,2020,A Mobile Paramagnetic Nanoparticle Swarm with Automatic Shape Deformation Control,,,
875,IEEE International Conference on Robotics and Automation,2020,Magnetic miniature swimmers with multiple rigid flagella,,,
876,IEEE International Conference on Robotics and Automation,2020,Design and Control of a Large-Range Nil-Stiffness Electro-Magnetic Active Force Sensor,,,
877,IEEE International Conference on Robotics and Automation,2020,Modeling Electromagnetic Navigation Systems for Medical Applications using Random Forests and Artificial Neural Networks,,,
878,IEEE International Conference on Robotics and Automation,2020,Automated Tracking System with Head and Tail Recognition for Time-Lapse Observation of Free-Moving C. elegans,,,
879,IEEE International Conference on Robotics and Automation,2020,Towards Adaptive Benthic Habitat Mapping,,,
880,IEEE International Conference on Robotics and Automation,2020,Multispectral Domain Invariant Image for Retrieval-based Place Recognition,,,
881,IEEE International Conference on Robotics and Automation,2020,Probabilistic Effect Prediction through Semantic Augmentation and Physical Simulation,,,
882,IEEE International Conference on Robotics and Automation,2020,Anytime Integrated Task and Motion Policies for Stochastic Environments,,,
883,IEEE International Conference on Robotics and Automation,2020,CCRobot-III: a Split-type Wire-driven Cable Climbing Robot for Cable-stayed Bridge Inspection,,,
884,IEEE International Conference on Robotics and Automation,2020,Omnidirectional Tractable Three Module Robot,,,
885,IEEE International Conference on Robotics and Automation,2020,A Practical Climbing Robot for Steel Bridge Inspection,,,
886,IEEE International Conference on Robotics and Automation,2020,Development of a Wheeled Wall-Climbing Robot with a Shape-Adaptive Magnetic Adhesion Mechanism,,,
887,IEEE International Conference on Robotics and Automation,2020,Algebraic Fault Detection and Identification for Rigid Robots,,,
888,IEEE International Conference on Robotics and Automation,2020,Fault tolerance analysis of a hexarotor with reconfigurable tilted rotors,,,
889,IEEE International Conference on Robotics and Automation,2020,Detecting Execution Anomalies As an Oracle for Autonomy Software Robustness,,,
890,IEEE International Conference on Robotics and Automation,2020,Reliability Validation of Learning Enabled Vehicle Tracking,,,
891,IEEE International Conference on Robotics and Automation,2020,"Real-Time, Highly Accurate Robotic Grasp Detection using Fully Convolutional Neural Network with Rotation Ensemble Module",,,
892,IEEE International Conference on Robotics and Automation,2020,Form2Fit: Learning Shape Priors for Generalizable Assembly from Disassembly,,,
893,IEEE International Conference on Robotics and Automation,2020,Learning Rope Manipulation Policies Using Dense Object Descriptors Trained on Synthetic Depth Data,,,
894,IEEE International Conference on Robotics and Automation,2020,Efficient two step optimization for large embedded deformation graph based SLAM,,,
895,IEEE International Conference on Robotics and Automation,2020,Camera-to-Robot Pose Estimation from a Single Image,,,
896,IEEE International Conference on Robotics and Automation,2020,"PST900: RGB-Thermal Calibration, Dataset and Segmentation Network",,,
897,IEEE International Conference on Robotics and Automation,2020,Instance Segmentation of LiDAR Point Clouds,,,
898,IEEE International Conference on Robotics and Automation,2020,Generation of Object Candidates Through Simply Looking Around,,,
899,IEEE International Conference on Robotics and Automation,2020,Dilated Point Convolutions: On the Receptive Field Size of Point Convolutions on 3D Point Clouds,,,
900,IEEE International Conference on Robotics and Automation,2020,A water-obstacle separation and refinement network for unmanned surface vehicles,,,
901,IEEE International Conference on Robotics and Automation,2020,Dynamic Anchor Selection for Improving Object Localization,,,
902,IEEE International Conference on Robotics and Automation,2020,Under the Radar: Learning to Predict Robust Keypoints for Odometry Estimation and Metric Localisation in Radar,,,
903,IEEE International Conference on Robotics and Automation,2020,SpAGNN: Spatially-Aware Graph Neural Networks for Relational Behavior Forecasting from Sensor Data,,,
904,IEEE International Conference on Robotics and Automation,2020,Any Motion Detector: Learning Class-agnostic Scene Dynamics from a Sequence of LiDAR Point Clouds,,,
905,IEEE International Conference on Robotics and Automation,2020,Where and When: Event-Based Spatiotemporal Trajectory Prediction from the iCub’s Point-Of-View,,,
906,IEEE International Conference on Robotics and Automation,2020,A Data-driven Planning Framework for Robotic Texture Painting on 3D Surfaces,,,
907,IEEE International Conference on Robotics and Automation,2020,Learned Critical Probabilistic Roadmaps for Robotic Motion Planning,,,
908,IEEE International Conference on Robotics and Automation,2020,Learning Heuristic A: Efficient Graph Search using Neural Network,,,
909,IEEE International Conference on Robotics and Automation,2020,3D-CNN Based Heuristic Guided Task-Space Planner for Faster Motion Planning,,,
910,IEEE International Conference on Robotics and Automation,2020,Learned Sampling Distributions for Efficient Planning in Hybrid Geometric and Object-Level Representations,,,
911,IEEE International Conference on Robotics and Automation,2020,Deep Visual Heuristics: Learning Feasibility of Mixed-Integer Programs for Manipulation Planning,,,
912,IEEE International Conference on Robotics and Automation,2020,Fast Frontier-based Information-driven Autonomous Exploration with an MAV,,,
913,IEEE International Conference on Robotics and Automation,2020,Dynamic Landing of an Autonomous Quadrotor on a Moving Platform in Turbulent Wind Conditions,,,
914,IEEE International Conference on Robotics and Automation,2020,Direct NMPC for Post-Stall Motion Planning with Fixed-Wing UAVs,,,
915,IEEE International Conference on Robotics and Automation,2020,A Flight Envelope Determination and Protection System for Fixed-Wing UAVs,,,
916,IEEE International Conference on Robotics and Automation,2020,Multi-Head Attention for Multi-Modal Joint Vehicle Motion Forecasting,,,
917,IEEE International Conference on Robotics and Automation,2020,A Volumetric Albedo Framework for 3D Imaging Sonar Reconstruction,,,
918,IEEE International Conference on Robotics and Automation,2020,Map Management Approach for SLAM in Large-Scale Indoor and Outdoor Areas,,,
919,IEEE International Conference on Robotics and Automation,2020,A Hierarchical Framework for Collaborative Probabilistic Semantic Mapping,,,
920,IEEE International Conference on Robotics and Automation,2020,Autonomous Navigation in Unknown Environments using Sparse Kernel-based Occupancy Mapping,,,
921,IEEE International Conference on Robotics and Automation,2020,Hybrid Topological and 3D Dense Mapping through Autonomous Exploration for Large Indoor Environments,,,
922,IEEE International Conference on Robotics and Automation,2020,Resolving Marker Pose Ambiguity by Robust Rotation Averaging with Clique Constraints,,,
923,IEEE International Conference on Robotics and Automation,2020,Anticipating the Start of User Interaction for Service Robot in the Wild,,,
924,IEEE International Conference on Robotics and Automation,2020,Spin Detection in Robotic Table Tennis,,,
925,IEEE International Conference on Robotics and Automation,2020,"Look, Listen, and Act: Towards Audio-Visual Embodied Navigation",,,
926,IEEE International Conference on Robotics and Automation,2020,Autonomous Tool Construction with Gated Graph Neural Network,,,
927,IEEE International Conference on Robotics and Automation,2020,Training-Set Distillation for Real-Time UAV Object Tracking,,,
928,IEEE International Conference on Robotics and Automation,2020,CNN-Based Simultaneous Dehazing and Depth Estimation,,,
929,IEEE International Conference on Robotics and Automation,2020,Internet of Things (IoT)-based Collaborative Control of a Redundant Manipulator for Teleoperated Minimally Invasive Surgeries,,,
930,IEEE International Conference on Robotics and Automation,2020,Passive Dynamic Balancing and Walking in Actuated Environments,,,
931,IEEE International Conference on Robotics and Automation,2020,Biped Stabilization by Linear Feedback of the Variable-Height Inverted Pendulum Model,,,
