,Conference,Year,Title,Novelty,Domain,Note
1035,IEEE International Conference on Robotics and Automation,2021,Subsequent Keyframe Generation for Visual Servoing,,,
1036,IEEE International Conference on Robotics and Automation,2021,Siame-se(3): regression in se(3) for end-to-end visual servoing,,,
1037,IEEE International Conference on Robotics and Automation,2021,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,,,
1038,IEEE International Conference on Robotics and Automation,2021,Fuzz Testing in Behavior-Based Robotics,,,
1039,IEEE International Conference on Robotics and Automation,2021,The Robot Household Marathon Experiment,,,
1040,IEEE International Conference on Robotics and Automation,2021,ProbRobScene: A Probabilistic Specification Language for 3D Robotic Manipulation Environments,,,
1041,IEEE International Conference on Robotics and Automation,2021,Towards Real-Time Interaction with Industrial Robots in the Creative Industries,,,
1042,IEEE International Conference on Robotics and Automation,2021,"Automated acquisition of structured, semantic models of manipulation activities from human VR demonstration",,,
1043,IEEE International Conference on Robotics and Automation,2021,A Shared Control Framework for Robotic Telemanipulation Combining Electromyography Based Motion Estimation and Compliance Control,,,
1044,IEEE International Conference on Robotics and Automation,2021,Optimal TCP and Robot Base Placement for a Set of Complex Continuous Paths,,,
1045,IEEE International Conference on Robotics and Automation,2021,Control-Tree Optimization: an approach to MPC under discrete Partial Observability,,,
1046,IEEE International Conference on Robotics and Automation,2021,Leveraging Neural Network Gradients within Trajectory Optimization for Proactive Human-Robot Interactions,,,
1047,IEEE International Conference on Robotics and Automation,2021,Gramian-based optimal active sensing control under intermittent measurements,,,
1048,IEEE International Conference on Robotics and Automation,2021,Receding-Horizon Perceptive Trajectory Optimization for Dynamic Legged Locomotion with Learned Initialization,,,
1049,IEEE International Conference on Robotics and Automation,2021,Friction-driven Three-foot Robot Inspired by Snail Movement,,,
1050,IEEE International Conference on Robotics and Automation,2021,Modeling and Optimal Control for Rope-Assisted Rappelling Maneuvers,,,
1051,IEEE International Conference on Robotics and Automation,2021,Path Planning for a Reconfigurable Robot in Extreme Environments,,,
1052,IEEE International Conference on Robotics and Automation,2021,AM-RRT: Informed Sampling-based Planning with Assisting Metric,,,
1053,IEEE International Conference on Robotics and Automation,2021,Complete Path Planning That Simultaneously Optimizes Length and Clearance,,,
1054,IEEE International Conference on Robotics and Automation,2021,CABiNet: Efficient Context Aggregation Network for Low-Latency Semantic Segmentation,,,
1055,IEEE International Conference on Robotics and Automation,2021,Efficient RGB-D Semantic Segmentation for Indoor Scene Analysis,,,
1056,IEEE International Conference on Robotics and Automation,2021,Plane Segmentation in Organized Point Clouds using Flood Fill,,,
1057,IEEE International Conference on Robotics and Automation,2021,Semantic Feature Mining for 3D Object Classification and Segmentation,,,
1058,IEEE International Conference on Robotics and Automation,2021,VelocityNet: Motion-Driven Feature Aggregation for 3D Object Detection in Point Cloud Sequences,,,
1059,IEEE International Conference on Robotics and Automation,2021,Don?™t Blindly Trust Your CNN: Towards Competency-Aware Object Detection by Evaluating Novelty in Open-Ended Environments,,,
1060,IEEE International Conference on Robotics and Automation,2021,What My Motion tells me about Your Pose: A Self-Supervised Monocular 3D Vehicle Detector,,,
1061,IEEE International Conference on Robotics and Automation,2021,Self-Supervised Person Detection in 2D Range Data using a Calibrated Camera,,,
1062,IEEE International Conference on Robotics and Automation,2021,Trajectory Optimisation in Learned Multimodal Dynamical Systems via Latent-ODE Collocation,,,
1063,IEEE International Conference on Robotics and Automation,2021,Inverse Dynamics vs. Forward Dynamics in Direct Transcription Formulations for Trajectory Optimization,,,
1064,IEEE International Conference on Robotics and Automation,2021,Coupled Mobile Manipulation via Trajectory Optimization with Free Space Decomposition,,,
1065,IEEE International Conference on Robotics and Automation,2021,Grasp Detection for Robot to Human Handovers Using Capacitive Sensors,,,
1066,IEEE International Conference on Robotics and Automation,2021,Design and Development of a Robotic Bioreactor for In Vitro Tissue Engineering,,,
1067,IEEE International Conference on Robotics and Automation,2021,Screw theory-based stiffness analysis for a fluidic-driven soft robotic manipulator,,,
1068,IEEE International Conference on Robotics and Automation,2021,Minimum directed information: A design principle for compliant robots,,,
1069,IEEE International Conference on Robotics and Automation,2021,Model and Validation of a Highly Extensible and Tough Actuator based on a Ballooning Membrane,,,
1070,IEEE International Conference on Robotics and Automation,2021,RGB-D SLAM with Structural Regularities,,,
1071,IEEE International Conference on Robotics and Automation,2021,Generic Hand?“Eye Calibration of Uncertain Robots,,,
1072,IEEE International Conference on Robotics and Automation,2021,In Situ Translational Hand-Eye Calibration of Laser Profile Sensors using Arbitrary Objects,,,
1073,IEEE International Conference on Robotics and Automation,2021,Autonomous UAV Safety by Visual Human Crowd Detection Using Multi-Task Deep Neural Networks,,,
1074,IEEE International Conference on Robotics and Automation,2021,CloudAAE: Learning 6D Object Pose Regression with On-line Data Synthesis on Point Clouds,,,
1075,IEEE International Conference on Robotics and Automation,2021,Reward Conditioned Neural Movement Primitives for Population-Based Variational Policy Optimization,,,
1076,IEEE International Conference on Robotics and Automation,2021,Contextual Latent-Movements Off-Policy Optimization for Robotic Manipulation Skills,,,
1077,IEEE International Conference on Robotics and Automation,2021,AcinoSet: A 3D Pose Estimation Dataset and Baseline Models for Cheetahs in the Wild,,,
1078,IEEE International Conference on Robotics and Automation,2021,PyraPose: Feature Pyramids for Fast and Accurate Object Pose Estimation under Domain Shift,,,
1079,IEEE International Conference on Robotics and Automation,2021,Investigations on Output Parameterizations of Neural Networks for Single Shot 6D Object Pose Estimation,,,
1080,IEEE International Conference on Robotics and Automation,2021,Self-supervised Learning of LiDAR Odometry for Robotic Applications,,,
1081,IEEE International Conference on Robotics and Automation,2021,Tight Integration of Feature-based Relocalization in Monocular Direct Visual Odometry,,,
1082,IEEE International Conference on Robotics and Automation,2021,Fast Few-Shot Classification by Few-Iteration Meta-Learning,,,
1083,IEEE International Conference on Robotics and Automation,2021,Deep Hierarchical Rotation Invariance Learning with Exact Geometry Feature Representation for Point Cloud Classification,,,
1084,IEEE International Conference on Robotics and Automation,2021,Fool Me Once: Robust Selective Segmentation via Out-of-Distribution Detection with Contrastive Learning,,,
1085,IEEE International Conference on Robotics and Automation,2021,Rapid Solution of Cosserat Rod Equations via a Nonlinear Partial Observer,,,
1086,IEEE International Conference on Robotics and Automation,2021,The Effects of Robot Cognitive Reliability and Social Positioning on Child-Robot Team Dynamics,,,
1087,IEEE International Conference on Robotics and Automation,2021,Linear-Quadratic Optimal Control in Maximal Coordinates,,,
1088,IEEE International Conference on Robotics and Automation,2021,Safe and Efficient Model-free Adaptive Control via Bayesian Optimization,,,
1089,IEEE International Conference on Robotics and Automation,2021,Hierarchical and Flexible Traffic Management of Multi-AGV Systems Applied to Industrial Environments,,,
1090,IEEE International Conference on Robotics and Automation,2021,Combining Multi-Robot Motion Planning and Goal Allocation using Roadmaps,,,
1091,IEEE International Conference on Robotics and Automation,2021,Asynchronous Reliability-Aware Multi-UAV Coverage Path Planning,,,
1092,IEEE International Conference on Robotics and Automation,2021,Distributed coordinated path following using guiding vector fields,,,
1093,IEEE International Conference on Robotics and Automation,2021,On Smooth Time-Optimal Trajectory Planning in Twisted String Actuators,,,
1094,IEEE International Conference on Robotics and Automation,2021,Fast Swing-Up Trajectory Optimization for a Spherical Pendulum on a 7-DoF Collaborative Robot,,,
1095,IEEE International Conference on Robotics and Automation,2021,Human-Robot Collaborative Multi-Agent Path Planning using Monte Carlo Tree Search and Social Reward Sources,,,
1096,IEEE International Conference on Robotics and Automation,2021,PlaneSegNet: Fast and Robust Plane Estimation Using a Single-stage Instance Segmentation CNN,,,
1097,IEEE International Conference on Robotics and Automation,2021,Fast Object Segmentation Learning with Kernel-based Methods for Robotics,,,
1098,IEEE International Conference on Robotics and Automation,2021,Diffuser: Multi-View 2D-to-3D Label Diffusion for Semantic Scene Segmentation,,,
1099,IEEE International Conference on Robotics and Automation,2021,A Benchmark for LiDAR-based Panoptic Segmentation based on KITTI,,,
1100,IEEE International Conference on Robotics and Automation,2021,Attentional Learn-able Pooling for Human Activity Recognition,,,
1101,IEEE International Conference on Robotics and Automation,2021,Real-time Instance Detection with Fast Incremental Learning,,,
1102,IEEE International Conference on Robotics and Automation,2021,3D3L: Deep Learned 3D Keypoint Detection and Description for LiDARs,,,
1103,IEEE International Conference on Robotics and Automation,2021,Online Dynamic Trajectory Optimization and Control for a Quadruped Robot,,,
1104,IEEE International Conference on Robotics and Automation,2021,Online DCM Trajectory Adaptation for Push and Stumble Recovery during Humanoid Locomotion,,,
1105,IEEE International Conference on Robotics and Automation,2021,Exploring Dynamic Context for Multi-path Trajectory Prediction,,,
1106,IEEE International Conference on Robotics and Automation,2021,"Foot Control of a Surgical Laparoscopic Gripper via 5DoF Haptic Robotic Platform: Design, Dynamics and Haptic Shared Control",,,
1107,IEEE International Conference on Robotics and Automation,2021,Providing Automatic Feedback to Trainees after Automatic Evaluation,,,
1108,IEEE International Conference on Robotics and Automation,2021,A Haptic Mouse Design with Stiffening Muscle Layer for Simulating Guarding in Abdominal Palpation Training,,,
1109,IEEE International Conference on Robotics and Automation,2021,Model-based Design and Digital Implementation to Improve Control of the da Vinci Research Kit Telerobotic Surgical System,,,
1110,IEEE International Conference on Robotics and Automation,2021,Shared control strategy for needle insertion into deformable tissue using inverse Finite Element simulation,,,
1111,IEEE International Conference on Robotics and Automation,2021,An Optimized Two-Layer Approach for Efficient and Robustly Stable Bilateral Teleoperation,,,
1112,IEEE International Conference on Robotics and Automation,2021,Soft Robot Optimal Control Via Reduced Order Finite Element Models,,,
1113,IEEE International Conference on Robotics and Automation,2021,MULLS: Versatile LiDAR SLAM via Multi-metric Linear Least Square,,,
1114,IEEE International Conference on Robotics and Automation,2021,Dynamic Object Aware LiDAR SLAM based on Automatic Generation of Training Data,,,
1115,IEEE International Conference on Robotics and Automation,2021,Connecting Semantic Building Information Models and Robotics: An application to 2D LiDAR-based localization,,,
1116,IEEE International Conference on Robotics and Automation,2021,No Need for Interactions: Robust Model-Based Imitation Learning using Neural ODE,,,
1117,IEEE International Conference on Robotics and Automation,2021,Robust Trajectory Planning with Parametric Uncertainties,,,
1118,IEEE International Conference on Robotics and Automation,2021,LiDAR few-shot domain adaptation via integrated CycleGAN and 3D object detector with joint learning delay,,,
1119,IEEE International Conference on Robotics and Automation,2021,Device Design and System Integration of a Two-Axis Water-immersible Micro Scanning Mirror (WIMSM) to Enable Dual-modal Optical and Acoustic Communication and Ranging for Underwater Vehicles,,,
1120,IEEE International Conference on Robotics and Automation,2021,Vanishing Point Aided LiDAR-Visual-Inertial Estimator,,,
1121,IEEE International Conference on Robotics and Automation,2021,Learning robust driving policies without online exploration,,,
1122,IEEE International Conference on Robotics and Automation,2021,SSCNav: Confidence-Aware Semantic Scene Completion for Visual Semantic Navigation,,,
1123,IEEE International Conference on Robotics and Automation,2021,Ego-centric Stereo Navigation Using Stixel World,,,
1124,IEEE International Conference on Robotics and Automation,2021,PyTouch: A Machine Learning Library for Touch Processing,,,
1125,IEEE International Conference on Robotics and Automation,2021,Contingencies from Observations: Tractable Contingency Planning with Learned Behavior Models,,,
1126,IEEE International Conference on Robotics and Automation,2021,ScrewNet: Category-Independent Articulation Model Estimation From Depth Images Using Screw Theory,,,
1127,IEEE International Conference on Robotics and Automation,2021,Visual Perspective Taking for Opponent Behavior Modeling,,,
1128,IEEE International Conference on Robotics and Automation,2021,Learning Tactile Models for Factor Graph-based Estimation,,,
1129,IEEE International Conference on Robotics and Automation,2021,Double-Prong ConvLSTM for Spatiotemporal Occupancy Prediction in Dynamic Environments,,,
1130,IEEE International Conference on Robotics and Automation,2021,Social-STAGE: Spatio-Temporal Multi-Modal Future Trajectory Forecast,,,
1131,IEEE International Conference on Robotics and Automation,2021,Efficient Map Prediction via Low-Rank Matrix Completion,,,
1132,IEEE International Conference on Robotics and Automation,2021,Constrained Image-Based Visual Servoing using Barrier Functions,,,
1133,IEEE International Conference on Robotics and Automation,2021,Deep Learning-Based Photoacoustic Visual Servoing: Using Outputs from Raw Sensor Data as Inputs to a Robot Controller,,,
1134,IEEE International Conference on Robotics and Automation,2021,Analyzing Neural Jacobian Methods in Applications of Visual Servoing and Kinematic Control,,,
1135,IEEE International Conference on Robotics and Automation,2021,ALTRO-C: A Fast Solver for Conic Model-Predictive Control,,,
1136,IEEE International Conference on Robotics and Automation,2021,Model Predictive Control of Nonlinear Latent Force Models: A Scenario-Based Approach,,,
1137,IEEE International Conference on Robotics and Automation,2021,The Value of Planning for Infinite-Horizon Model Predictive Control,,,
1138,IEEE International Conference on Robotics and Automation,2021,Automatic Tuning for Data-driven Model Predictive Control,,,
1139,IEEE International Conference on Robotics and Automation,2021,DESERTS: DElay-tolerant SEmi-autonomous Robot Teleoperation for Surgery,,,
1140,IEEE International Conference on Robotics and Automation,2021,Discrete Time Delay Feedback Control of Stewart Platform with Intelligent Optimizer Weight Tuner,,,
1141,IEEE International Conference on Robotics and Automation,2021,The Effect of Input Signals Time-Delay on Stabilizing Traffic with Autonomous Vehicles,,,
1142,IEEE International Conference on Robotics and Automation,2021,A Confidence-Based Supervised-Autonomous Control Strategy for Robotic Vaginal Cuff Closure,,,
1143,IEEE International Conference on Robotics and Automation,2021,Design and Control of 5-DoF Robotically Steerable Catheter for the Delivery of the Mitral Valve Implant,,,
1144,IEEE International Conference on Robotics and Automation,2021,A Robotic System for Implant Modification in Single-stage Cranioplasty,,,
1145,IEEE International Conference on Robotics and Automation,2021,Dispersion-Minimizing Motion Primitives for Search-Based Motion Planning,,,
1146,IEEE International Conference on Robotics and Automation,2021,Meta-Adversarial Inverse Reinforcement Learning for Decision-making Tasks,,,
1147,IEEE International Conference on Robotics and Automation,2021,Min-Max Entropy Inverse RL of Multiple Tasks,,,
1148,IEEE International Conference on Robotics and Automation,2021,CAROM - Vehicle Localization and Traffic Scene Reconstruction from Monocular Cameras on Road Infrastructures,,,
1149,IEEE International Conference on Robotics and Automation,2021,A Front-End for Dense Monocular SLAM using a Learned Outlier Mask Prior,,,
1150,IEEE International Conference on Robotics and Automation,2021,HyperMap: Compressed 3D Map for Monocular Camera Registration,,,
1151,IEEE International Conference on Robotics and Automation,2021,Bidirectional Attention Network for Monocular Depth Estimation,,,
1152,IEEE International Conference on Robotics and Automation,2021,Self-Guided Instance-Aware Network for Depth Completion and Enhancement,,,
1153,IEEE International Conference on Robotics and Automation,2021,World-in-the-Loop Simulation for Autonomous Systems Validation,,,
1154,IEEE International Conference on Robotics and Automation,2021,RetinaGAN: An Object-aware Approach to Sim-to-Real Transfer,,,
1155,IEEE International Conference on Robotics and Automation,2021,A Framework for Multisensory Foresight for Embodied Agents,,,
1156,IEEE International Conference on Robotics and Automation,2021,Protective Policy Transfer,,,
1157,IEEE International Conference on Robotics and Automation,2021,A Data-Driven Reinforcement Learning Solution Framework for Optimal and Adaptive Personalization of a Hip Exoskeleton,,,
1158,IEEE International Conference on Robotics and Automation,2021,Drumming Arm: an Upper-limb Prosthetic System to Restore Grip Control for a Transradial Amputee Drummer,,,
1159,IEEE International Conference on Robotics and Automation,2021,FLEXotendon Glove-III: Soft Robotic Hand Rehabilitation Exoskeleton for Spinal Cord Injury,,,
1160,IEEE International Conference on Robotics and Automation,2021,Development of a Series Elastic Elbow Neurological Exam Training Simulator for Lead-pipe Rigidity,,,
1161,IEEE International Conference on Robotics and Automation,2021,Multi-Modal Motion Planning Using Composite Pose Graph Optimization,,,
1162,IEEE International Conference on Robotics and Automation,2021,Asymptotically Optimal Kinodynamic Planning Using Bundles of Edges,,,
1163,IEEE International Conference on Robotics and Automation,2021,CollisionIK: A Per-Instant Pose Optimization Method for Generating Robot Motions with Environment Collision Avoidance,,,
1164,IEEE International Conference on Robotics and Automation,2021,Trajectory Optimization for Manipulation of Deformable Objects: Assembly of Belt Drive Units,,,
1165,IEEE International Conference on Robotics and Automation,2021,Equality Constrained Linear Optimal Control With Factor Graphs,,,
1166,IEEE International Conference on Robotics and Automation,2021,Robust Optimization-based Motion Planning for high-DOF Robots under Sensing Uncertainty,,,
1167,IEEE International Conference on Robotics and Automation,2021,Optimized Coverage Planning for UV Surface Disinfection,,,
1168,IEEE International Conference on Robotics and Automation,2021,Constrained Differential Dynamic Programming Revisited,,,
1169,IEEE International Conference on Robotics and Automation,2021,Multi-Robot Gaussian Process Estimation and Coverage: Deterministic Sequencing Algorithm and Regret Analysis,,,
1170,IEEE International Conference on Robotics and Automation,2021,Multi-agent Receding Horizon Search with Terminal Cost,,,
1171,IEEE International Conference on Robotics and Automation,2021,Shaped Policy Search for Evolutionary Strategies using Waypoints,,,
1172,IEEE International Conference on Robotics and Automation,2021,Multi-Agent Active Search using Realistic Depth-Aware Noise Model,,,
1173,IEEE International Conference on Robotics and Automation,2021,Communication-Aware Multi-robot Coordination with Submodular Maximization,,,
1174,IEEE International Conference on Robotics and Automation,2021,Online Flocking Control of UAVs with Mean-Field Approximation,,,
1175,IEEE International Conference on Robotics and Automation,2021,Proportional and Reachable Cluster Teleoperation of a Distributed Multi-Robot System,,,
1176,IEEE International Conference on Robotics and Automation,2021,"Multiplexing Robot Experiments: Theoretical Underpinnings, Conditions for Existence, and Demonstrations",,,
1177,IEEE International Conference on Robotics and Automation,2021,Efficient Multi-Robot Inspection of Row Crops via Kernel Estimation and Region-Based Task Allocation,,,
1178,IEEE International Conference on Robotics and Automation,2021,High-Frequency Nonlinear Model Predictive Control of a Manipulator,,,
1179,IEEE International Conference on Robotics and Automation,2021,Adaptive Nonlinear Model Predictive Control for Autonomous Surface Vessels With Largely Varying Payload,,,
1180,IEEE International Conference on Robotics and Automation,2021,Time-Varying Model Predictive Control for Highly Dynamic Motions of Quadrupedal Robots,,,
1181,IEEE International Conference on Robotics and Automation,2021,Koopman NMPC: Koopman-based Learning and Nonlinear Model Predictive Control of Control-affine Systems,,,
1182,IEEE International Conference on Robotics and Automation,2021,A Visibility Roadmap Sampling Approach for a Multi-Robot Visibility-Based Pursuit-Evasion Problem,,,
1183,IEEE International Conference on Robotics and Automation,2021,Time-Optimal Multi-Quadrotor Trajectory Planning for Pesticide Spraying,,,
1184,IEEE International Conference on Robotics and Automation,2021,Do You See What I See? Coordinating Multiple Aerial Cameras for Robot Cinematography,,,
1185,IEEE International Conference on Robotics and Automation,2021,MIDAS: Multi-agent Interaction-aware Decision-making with Adaptive Strategies for Urban Autonomous Navigation,,,
1186,IEEE International Conference on Robotics and Automation,2021,Bimanual Regrasping for Suture Needles using Reinforcement Learning for Rapid Motion Planning,,,
1187,IEEE International Conference on Robotics and Automation,2021,Dual-Arm Needle Manipulation with the da VinciÂ® Surgical Robot Under Uncertainty,,,
1188,IEEE International Conference on Robotics and Automation,2021,Learning Surgical Motion Pattern from Small Data in Endoscopic Sinus and Skull Base Surgeries,,,
1189,IEEE International Conference on Robotics and Automation,2021,Chance Constrained Simultaneous Path Planning and Task Assignment with Bottleneck Objective,,,
1190,IEEE International Conference on Robotics and Automation,2021,Constrained Path Planning and Guidance in General Wind Fields,,,
1191,IEEE International Conference on Robotics and Automation,2021,LTO: Lazy Trajectory Optimization with Graph-Search Planning for High DOF Robots in Cluttered Environments,,,
1192,IEEE International Conference on Robotics and Automation,2021,Path Optimization for Ground Vehicles in Off-Road Terrain,,,
1193,IEEE International Conference on Robotics and Automation,2021,Robust & Asymptotically Locally Optimal UAV-Trajectory Generation Based on Spline Subdivision,,,
1194,IEEE International Conference on Robotics and Automation,2021,Autonomous Vehicle Motion Planning via Recurrent Spline Optimization,,,
1195,IEEE International Conference on Robotics and Automation,2021,Cooperative Visual-Inertial Odometry,,,
1196,IEEE International Conference on Robotics and Automation,2021,Evaluation of a drone-based camera calibration approach for hard-to-reach cameras,,,
1197,IEEE International Conference on Robotics and Automation,2021,ViNG: Learning Open-World Navigation with Visual Goals,,,
1198,IEEE International Conference on Robotics and Automation,2021,MaAST: Map Attention with Semantic Transformers for Efficient Visual Navigation,,,
1199,IEEE International Conference on Robotics and Automation,2021,A Few Shot Adaptation of Visual Navigation Skills to New Observations using Meta-Learning,,,
1200,IEEE International Conference on Robotics and Automation,2021,Hierarchical Cross-Modal Agent for Robotics Vision-and-Language Navigation,,,
1201,IEEE International Conference on Robotics and Automation,2021,Congestion-aware Multi-agent Trajectory Prediction for Collision Avoidance,,,
1202,IEEE International Conference on Robotics and Automation,2021,3D Multi-Object Tracking using Random Finite Set-based Multiple Measurement Models Filtering (RFS-M3) for Autonomous Vehicles,,,
1203,IEEE International Conference on Robotics and Automation,2021,Joint Object Detection and Multi-Object Tracking with Graph Neural Networks,,,
1204,IEEE International Conference on Robotics and Automation,2021,"droidlet: modular, heterogenous, multi-modal agents",,,
1205,IEEE International Conference on Robotics and Automation,2021,Self-Supervised Learning of Lidar Segmentation for Autonomous Indoor Navigation,,,
1206,IEEE International Conference on Robotics and Automation,2021,A Self-Supervised Near-to-Far Approach for Terrain-Adaptive Off-Road Autonomous Driving,,,
1207,IEEE International Conference on Robotics and Automation,2021,A Self-supervised Learning System for Object Detection in Videos Using Random Walks on Graphs,,,
1208,IEEE International Conference on Robotics and Automation,2021,Adversarial Differentiable Data Augmentation for Autonomous Systems,,,
1209,IEEE International Conference on Robotics and Automation,2021,Reward Machines for Vision-Based Robotic Manipulation,,,
1210,IEEE International Conference on Robotics and Automation,2021,What Can I Do Here? Learning New Skills by Imagining Visual Affordances,,,
1211,IEEE International Conference on Robotics and Automation,2021,Learning Geometric Reasoning and Control for Long-Horizon Tasks from Visual Input,,,
1212,IEEE International Conference on Robotics and Automation,2021,Simulation of Vision-based Tactile Sensors using Physics based Rendering,,,
1213,IEEE International Conference on Robotics and Automation,2021,AXLE: Computationally-efficient trajectory smoothing using factor graph chains,,,
1214,IEEE International Conference on Robotics and Automation,2021,Computationally-Efficient Roadmap-based Inspection Planning via Incremental Lazy Search,,,
1215,IEEE International Conference on Robotics and Automation,2021,Serverless Multi-Query Motion Planning for Fog Robotics,,,
1216,IEEE International Conference on Robotics and Automation,2021,Composable Geometric Motion Policies using Multi-Task Pullback Bundle Dynamical Systems,,,
1217,IEEE International Conference on Robotics and Automation,2021,Homotopy-Driven Exploration of Human-made Spaces Using Signs,,,
1218,IEEE International Conference on Robotics and Automation,2021,Graph-based Topological Exploration Planning in Large-scale 3D Environments,,,
1219,IEEE International Conference on Robotics and Automation,2021,Recovering Stress Distribution on Deformable Tissue for a Magnetic Actuated Insertable Laparoscopic Surgical Camera,,,
1220,IEEE International Conference on Robotics and Automation,2021,A Novel Robotic System for Ultrasound-guided Peripheral Vascular Localization,,,
1221,IEEE International Conference on Robotics and Automation,2021,Real-to-Sim Registration of Deformable Soft Tissue with Position-Based Dynamics for Surgical Robot Autonomy,,,
1222,IEEE International Conference on Robotics and Automation,2021,Toward Force Estimation in Robot-Assisted Surgery using Deep Learning with Vision and Robot State,,,
1223,IEEE International Conference on Robotics and Automation,2021,Collective Transport of Unconstrained Objects via Implicit Coordination and Adaptive Compliance,,,
1224,IEEE International Conference on Robotics and Automation,2021,Approximate Solutions to a Class of Reachability Games,,,
1225,IEEE International Conference on Robotics and Automation,2021,Reactive Task and Motion Planning under Temporal Logic Specifications,,,
1226,IEEE International Conference on Robotics and Automation,2021,Vision-Based Shape Reconstruction of Soft Continuum Arms Using a Geometric Strain Parametrization,,,
1227,IEEE International Conference on Robotics and Automation,2021,A Dynamics Simulator for Soft Growing Robots,,,
1228,IEEE International Conference on Robotics and Automation,2021,6D Object Pose Estimation with Pairwise Compatible Geometric Features,,,
1229,IEEE International Conference on Robotics and Automation,2021,"Robust Skin-Feature Tracking in Free-Hand Video from Smartphone or Robot-Held Camera, to Enable Clinical-Tool Localization and Guidance",,,
1230,IEEE International Conference on Robotics and Automation,2021,From Multi-Target Sensory Coverage to Complete Sensory Coverage: An Optimization-Based Robotic Sensory Coverage Approach,,,
1231,IEEE International Conference on Robotics and Automation,2021,FISAR: Forward Invariant Safe Reinforcement Learning with a Deep Neural Network-Based Optimizer,,,
1232,IEEE International Conference on Robotics and Automation,2021,Coding for Distributed Multi-Agent Reinforcement Learning,,,
1233,IEEE International Conference on Robotics and Automation,2021,Customized Handling of Unintended Interface Operation In Assistive Robots,,,
1234,IEEE International Conference on Robotics and Automation,2021,Multi-Objective Graph Heuristic Search for Terrestrial Robot Design,,,
1235,IEEE International Conference on Robotics and Automation,2021,Factor Graph-Based Trajectory Optimization for a Pneumatically-Actuated Jumping Robot,,,
1236,IEEE International Conference on Robotics and Automation,2021,MO-BBO: Multi-Objective Bilevel Bayesian Optimization for Robot and Behavior Co-Design,,,
1237,IEEE International Conference on Robotics and Automation,2021,Manipulator Task Space Trajectory Tracking with Kinematics and Dynamics Uncertainties,,,
1238,IEEE International Conference on Robotics and Automation,2021,Computing All Solutions to a Discretization-Invariant Formulation for Optimal Mechanism Design,,,
1239,IEEE International Conference on Robotics and Automation,2021,Optimal Multi-Manipulator Arm Placement for Maximal Dexterity during Robotics Surgery,,,
1240,IEEE International Conference on Robotics and Automation,2021,Fast Near-Optimal Heterogeneous Task Allocation via Flow Decomposition,,,
1241,IEEE International Conference on Robotics and Automation,2021,Data-Driven Adaptive Task Allocation for Heterogeneous Multi-Robot Teams Using Robust Control Barrier Functions,,,
1242,IEEE International Conference on Robotics and Automation,2021,Multi-agent Aerial Monitoring of Moving Convoys using Elliptical Orbits,,,
1243,IEEE International Conference on Robotics and Automation,2021,PuzzleBots: Physical Coupling of Robot Swarms,,,
1244,IEEE International Conference on Robotics and Automation,2021,Spatial Intention Maps for Multi-Agent Mobile Manipulation,,,
1245,IEEE International Conference on Robotics and Automation,2021,Flocking-Segregative Swarming Behaviors using Gibbs Random Fields,,,
1246,IEEE International Conference on Robotics and Automation,2021,Multi-Agent Ergodic Coverage in Urban Environments,,,
1247,IEEE International Conference on Robotics and Automation,2021,Multi-view Sensor Fusion by Integrating Model-based Estimation and Graph Learning for Collaborative Object Localization,,,
1248,IEEE International Conference on Robotics and Automation,2021,Deep Multi-view Depth Estimation with Predicted Uncertainty,,,
1249,IEEE International Conference on Robotics and Automation,2021,MultiViewStereoNet: Fast Multi-View Stereo Depth Estimation using Incremental Viewpoint-Compensated Feature Extraction,,,
1250,IEEE International Conference on Robotics and Automation,2021,Scalable Active Information Acquisition for Multi-Robot Systems,,,
1251,IEEE International Conference on Robotics and Automation,2021,MAPS-X: Explainable Multi-Robot Motion Planning via Segmentation,,,
1252,IEEE International Conference on Robotics and Automation,2021,Spatial and Temporal Splitting Heuristics for Multi-Robot Motion Planning,,,
1253,IEEE International Conference on Robotics and Automation,2021,A Primitive-Based Approach to Good Seamanship Path Planning for Autonomous Surface Vessels,,,
1254,IEEE International Conference on Robotics and Automation,2021,A Scavenger Hunt for Service Robots,,,
1255,IEEE International Conference on Robotics and Automation,2021,Exploring Large and Complex Environments Fast and Efficiently,,,
1256,IEEE International Conference on Robotics and Automation,2021,Planning Laser-Forming Folding Motion with Thermal Simulation,,,
1257,IEEE International Conference on Robotics and Automation,2021,Emergent Hand Morphology and Control from Optimizing Robust Grasps of Diverse Objects,,,
1258,IEEE International Conference on Robotics and Automation,2021,Generalizing Object-Centric Task-Axes Controllers using Keypoints,,,
1259,IEEE International Conference on Robotics and Automation,2021,Dynamic Primitives and Optimal Feedback Control for the Manipulation of Complex Objects,,,
1260,IEEE International Conference on Robotics and Automation,2021,Learning Reactive and Predictive Differentiable Controllers for Switching Linear Dynamical Models,,,
1261,IEEE International Conference on Robotics and Automation,2021,The Reachable Set of a Drone: Exploring the Position Isochrones for a Quadcopter,,,
1262,IEEE International Conference on Robotics and Automation,2021,Two-Stage Trajectory Optimization for Flapping Flight with Data-Driven Models,,,
1263,IEEE International Conference on Robotics and Automation,2021,Online Trajectory Optimization for Dynamic Aerial Motions of a Quadruped Robot,,,
1264,IEEE International Conference on Robotics and Automation,2021,A Continuous-Time Approach for 3D Radar-to-Camera Extrinsic Calibration,,,
